€09/25/02 15:34:48.326 core/Log             FILE OPENED€
€09/25/02 15:38:02.581 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:02.610 J1850               BusAck $1 $60€
€09/25/02 15:38:02.676 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:02.855 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:02.895 J1850               BusAck $1 $60€
€09/25/02 15:38:02.955 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:04.401 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:04.429 J1850               BusAck $1 $60€
€09/25/02 15:38:04.496 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:04.630 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:04.658 J1850               BusAck $1 $60€
€09/25/02 15:38:04.697 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:04.896 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:04.923 J1850               BusAck $1 $60€
€09/25/02 15:38:04.974 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:05.148 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:05.191 J1850               BusAck $1 $60€
€09/25/02 15:38:05.231 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:05.403 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:05.441 J1850               BusAck $1 $60€
€09/25/02 15:38:05.465 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:06.030 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:06.064 J1850               BusAck $1 $60€
€09/25/02 15:38:06.121 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:06.284 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:06.314 J1850               BusAck $1 $60€
€09/25/02 15:38:06.352 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:06.551 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:06.591 J1850               BusAck $1 $60€
€09/25/02 15:38:06.671 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:06.903 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:06.941 J1850               BusAck $1 $60€
€09/25/02 15:38:06.981 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:07.145 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:07.184 J1850               BusAck $1 $60€
€09/25/02 15:38:07.224 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:07.575 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:07.596 J1850               BusAck $1 $60€
€09/25/02 15:38:07.667 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:07.839 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:07.877 J1850               BusAck $1 $60€
€09/25/02 15:38:07.927 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:08.386 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:08.409 J1850               BusAck $1 $60€
€09/25/02 15:38:08.461 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:08.676 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:08.700 J1850               BusAck $1 $60€
€09/25/02 15:38:08.746 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:08.945 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:08.976 J1850               BusAck $1 $60€
€09/25/02 15:38:09.032 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:10.776 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:10.809 J1850               BusAck $1 $60€
€09/25/02 15:38:10.865 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:11.039 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:11.072 J1850               BusAck $1 $60€
€09/25/02 15:38:11.120 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:11.258 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:11.293 J1850               BusAck $1 $60€
€09/25/02 15:38:11.336 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:11.944 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:11.987 J1850               BusAck $1 $60€
€09/25/02 15:38:12.026 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:12.178 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:12.218 J1850               BusAck $1 $60€
€09/25/02 15:38:12.268 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:12.444 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:12.470 J1850               BusAck $1 $60€
€09/25/02 15:38:12.516 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:12.849 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:12.901 J1850               BusAck $1 $60€
€09/25/02 15:38:12.946 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:13.319 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:13.357 J1850               BusAck $1 $60€
€09/25/02 15:38:13.397 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:13.606 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:13.629 J1850               BusAck $1 $60€
€09/25/02 15:38:13.669 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:14.018 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:14.056 J1850               BusAck $1 $60€
€09/25/02 15:38:14.101 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:14.321 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:14.361 J1850               BusAck $1 $60€
€09/25/02 15:38:14.426 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:14.818 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:14.872 J1850               BusAck $1 $60€
€09/25/02 15:38:14.916 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:15.112 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:15.161 J1850               BusAck $1 $60€
€09/25/02 15:38:15.220 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:16.601 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:16.635 J1850               BusAck $1 $60€
€09/25/02 15:38:16.693 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:16.881 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:16.909 J1850               BusAck $1 $60€
€09/25/02 15:38:16.946 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:17.143 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:17.182 J1850               BusAck $1 $60€
€09/25/02 15:38:17.209 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:17.693 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:17.725 J1850               BusAck $1 $60€
€09/25/02 15:38:17.779 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:17.950 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:17.998 J1850               BusAck $1 $60€
€09/25/02 15:38:18.042 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:18.389 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:18.413 J1850               BusAck $1 $60€
€09/25/02 15:38:18.481 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:18.647 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:18.689 J1850               BusAck $1 $60€
€09/25/02 15:38:18.725 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:19.046 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:19.077 J1850               BusAck $1 $60€
€09/25/02 15:38:19.118 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:19.287 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:19.307 J1850               BusAck $1 $60€
€09/25/02 15:38:19.386 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:19.914 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:19.953 J1850               BusAck $1 $60€
€09/25/02 15:38:20.002 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:20.162 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:20.223 J1850               BusAck $1 $60€
€09/25/02 15:38:20.267 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:20.604 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:20.648 J1850               BusAck $1 $60€
€09/25/02 15:38:20.692 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:20.899 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:20.927 J1850               BusAck $1 $60€
€09/25/02 15:38:20.980 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:21.157 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:21.183 J1850               BusAck $1 $60€
€09/25/02 15:38:21.199 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:22.557 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:22.591 J1850               BusAck $1 $60€
€09/25/02 15:38:22.624 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:22.825 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:22.857 J1850               BusAck $1 $60€
€09/25/02 15:38:22.904 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:23.414 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:23.449 J1850               BusAck $1 $60€
€09/25/02 15:38:23.523 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:23.673 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:23.699 J1850               BusAck $1 $60€
€09/25/02 15:38:23.747 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:23.934 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:23.978 J1850               BusAck $1 $60€
€09/25/02 15:38:24.018 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:24.153 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:24.172 J1850               BusAck $1 $60€
€09/25/02 15:38:24.224 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:24.512 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:24.557 J1850               BusAck $1 $60€
€09/25/02 15:38:24.618 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:25.077 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:25.114 J1850               BusAck $1 $60€
€09/25/02 15:38:25.183 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:25.369 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:25.402 J1850               BusAck $1 $60€
€09/25/02 15:38:25.463 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:25.629 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:25.663 J1850               BusAck $1 $60€
€09/25/02 15:38:25.738 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:26.058 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:26.079 J1850               BusAck $1 $60€
€09/25/02 15:38:26.109 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:26.292 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:26.323 J1850               BusAck $1 $60€
€09/25/02 15:38:26.401 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:26.778 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:26.801 J1850               BusAck $1 $60€
€09/25/02 15:38:26.874 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:27.066 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:27.091 J1850               BusAck $1 $60€
€09/25/02 15:38:27.149 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:28.668 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:28.705 J1850               BusAck $1 $60€
€09/25/02 15:38:28.778 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:28.954 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:28.983 J1850               BusAck $1 $60€
€09/25/02 15:38:29.046 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:29.250 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:29.287 J1850               BusAck $1 $60€
€09/25/02 15:38:29.346 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:29.558 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:29.586 J1850               BusAck $1 $60€
€09/25/02 15:38:29.649 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:30.253 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:30.285 J1850               BusAck $1 $60€
€09/25/02 15:38:30.325 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:30.508 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:30.542 J1850               BusAck $1 $60€
€09/25/02 15:38:30.562 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:30.693 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:30.745 J1850               BusAck $1 $60€
€09/25/02 15:38:30.789 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:30.968 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:30.992 J1850               BusAck $1 $60€
€09/25/02 15:38:31.070 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:31.235 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:31.267 J1850               BusAck $1 $60€
€09/25/02 15:38:31.286 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:31.493 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:31.515 J1850               BusAck $1 $60€
€09/25/02 15:38:31.571 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:31.771 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:31.806 J1850               BusAck $1 $60€
€09/25/02 15:38:31.837 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:32.041 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:32.067 J1850               BusAck $1 $60€
€09/25/02 15:38:32.098 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:32.264 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:32.294 J1850               BusAck $1 $60€
€09/25/02 15:38:32.336 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:32.505 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:32.540 J1850               BusAck $1 $60€
€09/25/02 15:38:32.564 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:32.764 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:32.803 J1850               BusAck $1 $60€
€09/25/02 15:38:32.837 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:34.088 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:34.122 J1850               BusAck $1 $60€
€09/25/02 15:38:34.163 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:34.342 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:34.389 J1850               BusAck $1 $60€
€09/25/02 15:38:34.412 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:34.946 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:34.982 J1850               BusAck $1 $60€
€09/25/02 15:38:35.018 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:35.152 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:35.214 J1850               BusAck $1 $60€
€09/25/02 15:38:35.273 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:35.415 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:35.436 J1850               BusAck $1 $60€
€09/25/02 15:38:35.514 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:35.740 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:35.784 J1850               BusAck $1 $60€
€09/25/02 15:38:35.845 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:36.009 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:36.052 J1850               BusAck $1 $60€
€09/25/02 15:38:36.093 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:36.670 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:36.692 J1850               BusAck $1 $60€
€09/25/02 15:38:36.737 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:36.911 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:36.939 J1850               BusAck $1 $60€
€09/25/02 15:38:36.991 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:37.151 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:37.192 J1850               BusAck $1 $60€
€09/25/02 15:38:37.237 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:37.495 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:37.520 J1850               BusAck $1 $60€
€09/25/02 15:38:37.582 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:37.745 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:37.784 J1850               BusAck $1 $60€
€09/25/02 15:38:37.829 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:38.289 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:38.315 J1850               BusAck $1 $60€
€09/25/02 15:38:38.350 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:38.503 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:38.551 J1850               BusAck $1 $60€
€09/25/02 15:38:38.609 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:38.761 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:38.782 J1850               BusAck $1 $60€
€09/25/02 15:38:38.862 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:40.228 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:40.262 J1850               BusAck $1 $60€
€09/25/02 15:38:40.308 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:40.436 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:40.486 J1850               BusAck $1 $60€
€09/25/02 15:38:40.547 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:40.717 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:40.776 J1850               BusAck $1 $60€
€09/25/02 15:38:40.821 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:41.005 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:41.038 J1850               BusAck $1 $60€
€09/25/02 15:38:41.099 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:41.275 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:41.309 J1850               BusAck $1 $60€
€09/25/02 15:38:41.372 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:41.990 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:42.026 J1850               BusAck $1 $60€
€09/25/02 15:38:42.070 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:42.225 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:42.268 J1850               BusAck $1 $60€
€09/25/02 15:38:42.319 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:42.510 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:42.545 J1850               BusAck $1 $60€
€09/25/02 15:38:42.602 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:42.779 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:42.826 J1850               BusAck $1 $60€
€09/25/02 15:38:42.936 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:43.094 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:43.126 J1850               BusAck $1 $60€
€09/25/02 15:38:43.191 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:43.460 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:43.482 J1850               BusAck $1 $60€
€09/25/02 15:38:43.543 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:43.742 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:43.772 J1850               BusAck $1 $60€
€09/25/02 15:38:43.808 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:44.278 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:44.312 J1850               BusAck $1 $60€
€09/25/02 15:38:44.359 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:44.547 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:44.585 J1850               BusAck $1 $60€
€09/25/02 15:38:44.632 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:44.807 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:44.840 J1850               BusAck $1 $60€
€09/25/02 15:38:44.896 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:45.964 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:45.986 J1850               BusAck $1 $60€
€09/25/02 15:38:46.050 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:46.449 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:38:46.481 J1850               BusAck $1 $60€
€09/25/02 15:38:46.523 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:38:46.918 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:46.965 J1850               BusAck $1 $60€
€09/25/02 15:38:47.000 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:47.205 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:47.229 J1850               BusAck $1 $60€
€09/25/02 15:38:47.268 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:47.459 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:47.492 J1850               BusAck $1 $60€
€09/25/02 15:38:47.534 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:47.982 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:48.016 J1850               BusAck $1 $60€
€09/25/02 15:38:48.061 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:48.229 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:48.277 J1850               BusAck $1 $60€
€09/25/02 15:38:48.338 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:48.604 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:48.631 J1850               BusAck $1 $60€
€09/25/02 15:38:48.686 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:48.882 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:48.919 J1850               BusAck $1 $60€
€09/25/02 15:38:48.955 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:49.502 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:49.536 J1850               BusAck $1 $60€
€09/25/02 15:38:49.578 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:49.733 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:49.757 J1850               BusAck $1 $60€
€09/25/02 15:38:49.811 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:49.993 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:50.018 J1850               BusAck $1 $60€
€09/25/02 15:38:50.058 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:50.213 J1850               Tx $24 $10 $22 $3 $cd $0€
